18 2671 2
18 912 1
19 5164 2
19 1785 2
19 6448 2
19 9274 2
19 6204 2
19 6697 2
19 3898 2
19 8667 2
19 1367 2
19 2041 2
19 6761 2
19 2367 2
19 2925 2
19 5922 2
19 6740 2
19 9794 2
19 9719 1
19 6370 1
20 5568 2
20 1432 2
20 8725 2
20 3802 2
20 9479 2
20 8531 2
21 3813 2
21 9278 2
21 7503 2
21 586 2
21 3495 2
21 4299 2
21 1924 2
21 8138 2
21 5511 2
21 1405 2
21 6660 2
21 7569 2
21 6100 2
21 6628 2
21 8467 2
21 4428 2
21 7741 2
21 1346 2
21 9589 2
21 5925 2
21 6314 2
21 3974 2
21 8543 2
21 3958 2
21 1579 2
21 7864 2
21 7510 2
21 6451 2
21 4628 2
21 1604 2
21 473 1
21 4707 1
21 1755 1
22 1767 2
22 1413 1
22 3336 1
23 1284 2
23 9288 2
23 9009 2
23 584 2
23 3810 1
23 4385 1
24 5084 2
24 9045 2
24 5276 2
24 6928 2
24 2318 2
24 6193 1
25 8314 2
25 5079 2
25 7221 2
25 5806 2
25 8015 1
25 313 1
25 464 1
26 4742 2
26 7603 2
26 9193 2
27 6295 2
27 6217 2
27 2439 2
27 9711 2
27 4716 2
27 1308 2
27 5275 2
27 1241 2
27 337 2
27 6892 2
27 914 2
27 4253 2
27 8881 2
27 533 2
27 3068 2
27 8817 2
27 611 2
27 6157 2
27 649 1
28 7000 2
28 2656 2
28 5708 2
28 2490 2
28 9104 2
28 1303 2
28 385 2
28 9111 2
28 3300 2
28 4876 2
28 8402 2
28 5049 2
28 2320 2
28 656 2
28 4867 2
28 5669 2
28 8581 2
28 2080 2
28 4558 2
28 808 2
28 5035 2
28 2604 2
28 1242 2
28 8811 2
28 4953 2
28 849 2
28 3596 1
28 5150 1
28 7126 1
29 9949 2
29 5864 2
29 3964 2
29 3383 2
29 2423 2
29 2390 2
29 7283 2
29 2861 1
29 7667 1
29 958 1
30 6091 2
30 9721 2
30 9140 1
30 5693 1
31 5346 2
31 3353 2
31 3802 2
31 5642 2
31 6487 2
31 1938 1
31 3447 1
32 7855 2
32 7296 2
32 4487 2
32 9669 2
32 4315 2
32 2634 2
32 2359 2
32 9608 2
32 5572 2
32 9943 2
32 4972 2
32 1291 2
32 803 2
32 9391 2
32 6780 2
32 2521 2
32 7182 2
32 3938 2
32 5532 2
32 5669 1
32 9596 1
32 7341 1
33 8739 2
33 3912 2
33 3818 2
33 9593 2
33 2930 2
33 9935 2
33 7576 2
33 7318 2
33 3725 2
33 9726 2
33 5737 2
33 2081 2
33 4955 2
33 1560 2
33 2261 2
33 2912 2
33 7836 2
33 871 2
33 3405 2
33 2157 1
33 4002 1
34 2591 2
34 626 2
34 4685 2
34 6415 2
34 1306 2
34 4305 2
34 4605 1
34 9698 1
35 4658 2
35 4912 2
35 9009 2
35 9943 2
35 8898 2
35 7454 1
35 8246 1
36 5402 2
36 4379 1
36 2561 1
36 6320 1
36 1088 1
37 732 2
37 3443 2
37 2457 2
37 4514 2
37 2872 2
37 5957 2
37 259 2
37 1914 2
37 1711 2
37 5392 2
37 4757 2
37 9858 2
37 4869 2
37 6094 2
37 1000 2
37 6970 2
37 3047 2
37 3811 2
37 7336 2
37 4600 1
38 113 2
38 1984 2
38 9076 2
38 1267 2
38 3716 2
38 445 2
38 4127 2
38 5959 2
38 4571 2
38 8278 2
38 8379 2
38 3348 2
38 2579 2
38 6803 2
38 9369 2
38 5256 1
38 8269 1
39 814 2
39 6185 2
39 3248 2
39 7737 2
39 3123 2
39 6247 2
39 5859 2
39 2293 2
39 7204 2
39 7442 1
39 5420 1
39 3859 1
39 5274 1
39 8294 1
39 4839 1
39 1626 1
40 7592 2
40 809 2
40 136 1
40 1166 1
40 5224 1
41 4964 2
41 733 2
41 1681 2
41 4007 2
41 1766 2
41 1764 1
41 8034 2
41 7257 1
41 9599 1
41 7285 1
42 1892 2
42 1806 2
42 3573 2
42 8720 2
42 625 2
42 8135 2
42 7806 2
42 5111 2
42 2057 2
42 870 2
43 7454 2
43 4964 2
43 6518 2
43 5918 2
43 9766 2
43 8155 2
43 5533 2
43 6864 2
43 3347 2
43 2230 2
43 8682 2
43 4785 2
43 9410 2
43 7473 2
44 677 2
44 3760 2
44 7272 2
44 3157 2
44 9476 1
44 1486 1
44 1057 1
45 2369 2
45 8275 2
45 5882 2
45 8809 2
45 3145 2
45 2304 2
45 4026 2
45 6499 2
45 5033 2
45 505 1
45 5051 1
46 3302 2
46 3638 2
46 692 2
46 4429 2
46 7611 1
46 203 1
46 8727 1
46 1233 1
47 511 2
47 2264 2
47 2217 2
47 7110 2
47 1607 2
48 3803 2
48 1319 2
48 3683 2
48 1001 2
48 3103 2
48 1785 2
48 8710 2
48 517 2
48 3795 2
48 3751 2
48 8786 2
48 8215 2
48 4912 2
48 3235 2
48 1169 1
48 5894 1
48 9944 1
49 3681 2
49 5317 2
49 7616 2
49 3351 2
49 4623 2
49 6737 2
49 6135 2
49 5413 2
49 9212 2
49 9909 1
50 7619 2
50 7967 2
50 3501 2
50 2741 1
50 4713 1
51 8958 2
51 7174 2
51 9073 2
51 6408 2
51 8392 2
51 1656 2
51 601 2
51 6626 2
51 4452 2
51 4373 2
51 8589 2
51 1312 2
51 1274 2
51 9953 2
51 3255 2
51 7423 2
51 6873 2
51 5088 2
51 362 2
51 4371 2
51 5113 2
51 6818 2
51 2684 2
51 1131 2
51 9653 2
51 3068 2
51 2486 2
51 7783 1
52 5064 2
52 819 2
52 9446 2
52 7037 2
52 8025 1
52 8098 1
52 9006 1
53 7096 2
53 978 2
53 1984 2
53 7606 2
53 8055 1
53 8343 1
53 8296 1
54 5013 2
54 9697 2
54 2869 2
54 675 2
54 1171 2
54 3004 1
54 209 1
54 9881 1
55 7065 2
55 1448 1
56 9943 2
56 9611 2
56 9283 2
56 982 2
56 1782 2
56 7344 2
56 9546 2
56 1806 2
56 405 2
56 8461 2
56 4453 1
56 6148 1
57 3935 2
57 8974 1
57 6487 1
57 4209 1
58 1336 2
58 674 2
58 1289 1
58 382 1
59 2154 2
59 5786 2
59 4563 2
59 6642 2
59 3206 2
59 6908 2
59 3881 2
59 3809 1
59 1685 1
59 8360 1
60 3343 2
60 5114 2
60 3964 2
60 6608 2
60 7278 2
60 4545 2
60 3718 2
60 6587 2
60 8895 2
60 7118 2
60 9671 2
60 1284 2
60 4114 2
60 9205 2
60 8320 2
60 8071 2
60 8739 2
60 5909 2
60 7832 2
60 9849 2
60 1232 2
60 2532 2
60 8393 2
60 3780 2
60 6575 2
60 841 1
60 303 1
60 2037 1
60 9964 1
61 3703 2
61 5557 2
62 9796 2
62 642 2
62 7795 2
62 7036 2
62 8586 2
62 3204 2
62 8262 2
62 8490 2
62 2985 2
62 2008 2
62 2267 2
62 959 2
62 2113 2
62 438 2
62 2256 2
62 1133 2
62 8451 2
62 497 2
62 674 2
62 1869 2
62 9127 2
62 1268 2
62 3924 2
62 6481 2
63 7731 2
63 1028 2
63 4202 1
63 2343 1
64 7182 2
64 1445 1
65 5402 2
65 7160 2
65 3645 2
65 7439 2
65 4040 1
65 7305 1
66 5210 2
66 6012 2
66 2286 2
66 7262 2
66 3732 2
66 6418 2
66 2349 2
66 9698 2
66 3391 2
66 6198 2
66 1869 2
66 3898 2
66 4785 2
66 821 2
66 6713 2
66 2961 2
66 1807 2
66 6342 2
66 629 2
66 264 2
66 328 2
66 6696 2
66 6641 1
66 3585 1
67 9213 2
67 7946 2
67 2126 2
67 6824 2
67 2161 2
67 3227 2
67 246 1
68 779 2
68 8239 1
69 3612 2
69 3156 2
69 6418 2
69 6885 2
69 6909 2
69 3011 2
69 9179 2
69 5898 2
69 9630 1
69 3157 1
70 2146 2
70 6647 2
70 9653 2
70 349 2
70 6484 2
70 5806 1
70 1206 1
71 9923 2
71 385 2
71 3971 2
71 7598 2
71 391 2
71 3298 2
71 2322 2
71 4181 2
71 2358 2
71 79 1
72 3480 2
72 6471 2
72 8360 2
72 3061 1
72 1225 1
73 5215 2
73 7499 2
73 9982 1
74 8371 2
74 9204 1
74 8936 1
74 8383 1
75 9163 2
75 5033 2
75 6656 2
75 2184 1
75 1784 1
76 5526 2
76 8543 2
76 1443 2
76 7559 2
76 6424 1
76 5615 1
77 7048 2
77 8802 2
77 3918 2
77 8993 2
77 9000 2
77 783 2
77 1161 2
77 3496 2
77 2438 2
77 3673 2
77 1766 2
77 1575 1
77 2640 1
77 6620 1
78 8685 2
78 4839 2
78 4853 2
78 5576 2
78 5948 1
78 2645 1
79 6455 2
79 2823 2
79 4033 2
79 8811 2
79 1744 2
79 1420 2
79 9835 2
79 530 2
79 9768 2
80 3526 2
80 4886 2
80 8140 2
81 3939 2
81 4420 2
81 9029 2
81 281 1
81 2773 1
82 7800 2
82 6470 2
82 4682 2
82 7591 1
83 9815 2
83 9203 2
83 2168 2
83 7589 2
83 1369 2
83 4714 2
83 9071 2
83 2602 2
83 7185 2
83 2958 2
83 7669 2
83 4784 2
83 5267 2
83 6893 2
83 8341 2
83 4964 2
83 6022 2
83 1173 2
83 2360 1
84 4234 2
84 7744 2
84 3246 2
84 4196 2
84 5914 2
84 7829 2
84 8680 2
84 8034 2
84 6350 2
84 3343 2
84 5528 1
84 2463 1
84 806 1
85 4401 2
85 2792 2
85 248 2
85 6251 1
85 7234 1
86 4239 2
86 821 2
86 6639 2
86 9995 2
86 8856 1
86 4558 1
87 2658 2
87 1160 2
87 6592 2
87 9122 2
87 9420 2
87 848 2
87 9926 1
87 1324 1
87 8356 1
88 2701 2
88 1291 2
88 8021 1
88 6671 1
88 2017 1
89 4433 2
89 1657 2
89 1389 2
89 8635 1
89 1851 1
90 1182 2
90 2168 2
90 9684 2
90 2562 1
90 3962 1
91 4330 2
91 9663 2
91 5049 2
91 3441 2
91 6278 2
91 8135 2
91 5216 2
91 8266 2
91 3416 2
91 9296 2
91 6324 2
91 4204 2
91 6291 2
91 629 2
91 7432 2
91 5530 2
91 3594 2
91 9387 2
91 903 2
91 5364 2
91 7280 2
91 5180 2
91 7363 2
91 2169 2
91 7448 2
91 7662 2
91 6354 1
92 2163 2
92 5397 2
92 1945 1
92 3030 1
92 1368 1
93 8488 2
93 1512 2
93 5039 2
93 525 2
93 4096 2
93 3984 2
93 4196 2
93 6278 1
94 1116 2
94 4942 2
94 4269 2
94 5971 2
94 6485 2
94 6487 2
94 233 2
94 3425 2
94 7653 2
94 1853 1
95 4146 2
95 4365 1
95 8238 1
96 3327 2
96 1195 2
96 8262 2
96 4114 2
96 5336 2
96 3918 2
96 8796 2
96 9453 2
96 1519 2
96 8263 2
96 8014 2
96 8568 1
96 7553 1
96 5921 1
97 2553 2
97 2306 2
97 9172 2
97 7677 1
97 2828 1
98 6663 2
98 4311 2
99 9769 2
99 4884 1
100 6717 2
100 4249 2
100 9479 2
100 1679 2
100 7999 1
100 1185 1
100 5437 1
100 5601 1
101 732 2
101 6714 2
101 2809 1
101 5233 1
102 8038 2
102 6909 2
102 8875 2
102 8352 2
102 7109 2
102 5042 2
102 7306 2
102 9843 1
102 3587 1
103 6845 2
103 8601 2
103 9951 2
103 6501 2
103 5642 2
103 5306 2
103 3920 2
103 849 2
103 2111 2
103 1858 2
103 2984 2
103 1885 2
103 2008 2
103 1896 2
103 8138 2
103 6342 1
103 5098 1
104 877 2
104 985 2
104 1131 2
104 2693 1
104 5176 1
105 781 2
105 7470 1
105 3903 1
106 1547 2
106 8634 2
106 556 2
106 1030 2
106 4867 2
106 590 2
106 5801 2
106 5540 1
106 2761 1
106 7193 1
106 6051 1
106 6237 1
107 9546 2
107 4332 2
107 2870 2
107 1780 2
107 4729 2
107 5776 1
107 3008 1
108 2075 2
108 7185 2
108 9387 2
108 1088 2
108 677 2
108 3688 2
108 827 2
108 580 2
108 3619 2
108 4520 2
108 4842 2
108 7929 2
108 2137 2
108 8280 1
108 9924 1
108 4327 1
109 7779 2
109 3437 1
109 896 1
109 2413 1
110 5073 2
110 2829 2
110 1936 2
110 3472 1
110 2682 1
111 5980 2
111 919 2
111 7425 2
111 6093 1
112 2831 2
112 1060 2
112 1559 2
112 5724 2
112 5984 2
112 9721 2
112 2186 2
112 9910 2
112 6769 2
112 7938 2
112 9643 2
112 1155 2
112 8732 2
112 1922 2
112 1659 2
112 7326 2
112 2242 2
112 5263 2
112 4917 1
112 8631 1
113 5785 2
113 9879 2
113 3762 2
113 4192 2
113 9753 2
113 4939 2
113 5689 1
114 8763 2
114 4505 2
114 790 2
114 3532 2
114 7129 2
114 4771 2
114 899 2
114 5109 2
114 5375 2
114 9452 2
114 3909 2
114 672 2
114 1713 2
114 6487 2
114 1916 2
114 8871 2
114 5335 2
114 6756 1
114 7690 1
115 6733 2
115 9596 2
115 8747 2
115 532 2
115 6507 2
115 3089 2
115 2640 2
115 8418 2
115 7895 2
115 9052 1
116 8373 2
116 1829 2
116 3174 1
117 885 2
117 9073 2
118 6350 2
118 2907 2
118 326 2
118 3155 2
118 5645 2
118 467 2
118 5477 2
118 4553 2
118 1741 2
118 4638 2
118 7686 2
118 2446 2
118 2531 2
118 8101 2
118 6333 2
118 1750 1
118 3518 1
119 5704 2
119 5243 2
119 9652 2
119 6103 2
119 4942 2
119 4660 2
119 5566 2
119 3669 2
119 1391 2
119 3407 1
119 7827 1
119 1384 1
119 1100 1
120 5070 2
120 5629 2
120 8352 2
120 5783 2
120 8252 2
120 3981 2
120 4771 2
120 9586 1
120 3354 1
121 1824 2
121 811 2
121 5873 2
121 8203 2
121 1144 2
121 8983 2
121 8502 1
121 9770 1
121 7558 1
122 8932 2
122 5209 1
122 7965 1
122 7910 1
123 2520 2
123 9333 2
124 6177 2
124 7758 1
125 9457 2
125 3984 2
125 6314 2
125 2801 2
125 8918 1
125 8312 1
126 2113 2
126 8140 2
126 1500 2
126 7467 2
126 5486 2
126 6953 2
126 5036 2
126 860 2
126 1627 2
126 8438 2
126 500 2
126 3418 2
126 5238 1
127 9368 2
127 9769 2
127 923 1
128 7822 2
128 3764 2
128 4387 2
128 1578 2
128 644 2
128 856 1
128 3027 1
129 621 2
129 5222 2
129 5433 2
129 9443 2
130 4115 2
130 8078 2
130 5549 1
131 6867 2
131 7068 1
131 3605 1
131 5493 1
132 5861 2
132 2506 2
132 2161 2
132 1133 2
132 2988 2
132 3936 1
132 6475 2
132 5016 2
132 2109 2
132 9980 1
132 6621 1
133 7994 2
133 8421 2
133 4403 2
133 3583 2
133 3573 2
133 3703 2
133 270 2
133 1662 1
133 9322 1
134 1320 2
134 1559 2
134 4989 2
134 4639 2
134 4586 2
134 8713 2
134 9640 2
134 5246 2
135 2361 2
135 2334 2
136 4625 2
136 4780 2
136 2609 2
136 635 2
136 3128 2
136 5708 2
136 9235 2
136 1166 1
136 5224 1
137 3645 2
137 5336 1
137 5829 1
137 472 1
137 395 1
138 6165 2
138 1438 1
139 5114 2
139 6593 2
139 1686 2
139 2626 1
140 6281 2
140 2484 1
140 5542 1
141 5884 2
141 5561 2
141 7699 1
142 5521 2
142 4080 1
142 982 1
142 8941 1
143 7209 2
144 1958 2
144 5053 2
144 6058 2
144 6515 2
144 2755 2
144 417 2
144 6737 2
144 5059 2
144 8113 2
144 6771 2
144 694 2
144 815 2
144 2526 2
144 5749 2
144 1914 2
144 6468 2
144 9286 2
144 8796 2
145 4435 2
145 9158 2
145 8256 2
145 6193 2
145 3016 2
145 5630 1
146 8525 2
146 777 2
146 4535 2
146 8103 1
146 1917 1
147 9504 2
147 607 2
147 325 2
147 4664 2
147 9097 2
147 6432 2
147 6871 2
147 8723 2
147 5201 2
147 5613 1
147 2569 1
147 7823 1
147 3368 1
147 6699 1
148 1156 2
148 8401 2
148 1040 2
148 2816 2
148 4318 2
148 6991 2
148 8647 2
148 9123 2
148 2829 2
148 699 2
148 1836 1
148 5188 1
149 5226 2
149 1701 2
149 7343 2
150 3599 2
150 2148 2
150 1848 1
150 5212 1
151 612 2
151 9733 2
151 1306 2
151 2792 2
151 5920 2
151 5992 2
151 6377 2
151 4620 2
151 1620 2
151 1299 2
151 9377 2
151 8763 2
151 1490 2
151 4949 2
151 5517 2
151 4992 2
151 8475 2
151 5591 2
151 533 1
151 4188 1
151 4507 1
152 8429 2
152 9651 2
152 7934 2
152 4673 2
152 366 2
152 2235 2
152 8562 1
153 948 2
153 3341 2
153 1645 2
153 7446 2
153 517 2
153 6596 2
153 6386 2
153 9246 1
153 5618 1
153 5576 1
154 5747 2
154 6359 2
154 9923 2
154 1492 1
154 5763 1
155 3240 2
155 3073 2
155 5038 2
155 9479 2
155 4408 2
155 5013 1
155 629 1
156 9781 2
156 3294 2
156 1804 2
156 6162 1
156 8148 1
156 3052 1
156 8256 1
157 6815 2
157 4979 2
157 6083 2
157 2842 2
157 7737 2
157 1803 2
157 4430 2
157 1344 2
157 7740 2
157 5529 1
157 963 1
157 5168 1
158 2168 2
158 7511 1
158 1516 1
158 816 1
159 4503 2
159 7075 2
159 3982 2
159 372 2
159 2334 2
159 2531 2
159 6785 2
159 9412 2
159 6572 2
159 608 2
159 4732 2
159 1431 2
160 8401 2
160 1248 2
160 6868 2
160 8398 2
160 4077 2
160 3111 2
160 468 2
160 8243 2
160 9368 2
160 8011 2
160 410 2
160 986 1
161 3329 2
161 8116 2
161 1534 2
161 6763 2
161 7023 2
161 3016 2
161 3724 2
161 9965 2
161 5482 2
161 1617 2
161 3832 1
161 270 1
161 6425 1
161 5114 1
161 4987 1
162 8402 2
162 8861 2
162 7556 2
162 9280 2
162 8814 2
162 9689 1
162 5346 1
163 9643 2
163 5364 2
163 4422 2
163 8747 2
163 1878 2
163 4595 2
163 3233 2
163 8416 2
163 8279 2
163 2256 2
163 4629 2
163 8466 2
163 1531 1
163 7021 1
163 8275 1
164 6638 2
164 6548 2
164 7384 2
164 3286 2
164 5429 2
164 1500 2
164 6198 2
164 8573 2
164 5093 1
165 8436 2
165 4693 2
165 320 2
165 3688 2
165 870 2
165 7376 2
165 3498 2
165 1188 2
165 6329 2
165 8196 2
165 7202 2
165 4196 2
165 7745 2
165 2289 2
165 1525 2
165 5055 2
165 3878 1
166 3147 2
166 8569 2
166 2319 2
166 6664 2
166 1108 1
166 8730 1
167 9748 2
167 6378 2
167 4363 2
167 4505 2
167 7391 2
167 276 2
167 6422 2
167 6872 2
167 7887 2
167 7740 2
167 6934 2
167 6789 2
167 9764 2
167 4887 2
167 739 2
167 7981 2
167 2347 2
167 4893 2
167 521 2
167 4823 2
167 2443 2
167 4509 2
167 8578 2
167 4128 2
167 3371 2
167 1830 2
167 7064 2
167 675 2
167 6092 2
167 2277 2
168 7171 2
168 2493 2
168 674 2
168 820 2
168 484 2
168 4841 1
168 954 1
168 2869 1
168 436 1
169 246 2
169 9474 1
169 610 1
169 5434 1
170 8120 2
170 1444 2
170 7357 2
170 3074 1
171 9849 2
171 6180 2
171 9006 2
171 8980 2
171 4792 2
171 8302 2
171 2291 1
171 8396 1
171 2798 1
171 4890 1
172 3573 2
172 940 1
172 9088 1
172 7006 1
172 574 1
173 7937 2
173 8627 2
173 8397 2
173 4427 2
173 8888 2
173 8648 2
173 8307 2
173 7178 2
173 8314 2
173 8801 2
173 8953 2
173 1200 2
173 2117 2
173 4895 2
173 566 2
173 9262 2
173 3084 2
173 3455 2
173 3193 1
174 7655 2
174 2585 1
175 267 2
175 785 2
175 3528 2
175 5522 2
175 1070 2
175 7932 2
175 7889 2
175 5457 2
175 5514 2
175 1379 2
175 1681 2
175 2595 2
175 7534 2
175 5693 2
175 9254 1
175 6889 1
175 5736 1
176 1984 2
176 1976 2
176 7556 2
176 9191 2
176 8596 1
176 2735 1
176 235 1
177 5275 2
177 9239 1
177 7392 1
178 1391 2
178 9875 2
178 7937 2
178 7122 1
179 905 2
179 6838 1
179 9062 1
180 2228 2
180 8872 1
180 9703 1
181 262 2
181 6495 2
181 984 2
181 4532 2
181 590 2
181 5905 2
181 420 2
181 5025 2
181 2974 2
181 4282 2
181 1117 2
181 7348 2
181 5853 2
181 9635 2
181 2488 2
181 1165 2
181 3609 1
181 6991 1
182 3898 2
182 6307 2
182 1826 2
182 8959 2
182 4236 1
182 2187 1
183 2476 2
183 9718 2
183 8678 2
183 4179 2
183 7859 2
183 6721 2
183 6524 2
183 3408 2
183 6587 2
183 2245 1
184 3652 2
184 1902 2
184 2006 1
185 6512 2
185 9063 2
185 4170 2
185 3209 2
185 7695 2
185 2374 2
185 5314 2
185 2688 2
185 4075 2
185 6590 2
185 900 2
185 1234 1
186 1905 2
186 9849 2
186 9555 2
186 5186 2
186 6048 1
186 2726 1
186 6992 1
187 991 2
187 8046 2
187 5525 1
187 6009 1
187 419 1
187 1180 1
188 9134 2
188 7145 2
188 9913 1
189 3310 2
189 1203 2
189 3861 2
189 9777 1
189 1502 1
190 8358 2
191 415 2
191 2603 2
191 3738 2
191 7083 2
191 1959 2
191 3524 1
191 9185 1
191 1949 1
192 6514 2
192 6656 2
192 1669 2
192 5763 2
192 667 2
192 9577 1
192 1823 1
193 5034 2
193 2292 2
193 1832 1
193 2110 1
193 5704 1
194 4533 2
194 808 2
194 6232 2
194 8207 2
194 8059 2
194 6799 1
194 9249 1
194 5877 1
195 2520 2
195 8991 2
195 8935 2
195 8496 1
195 1834 1
195 7101 1
195 4701 1
195 814 1
195 906 1
196 9420 2
196 6310 2
197 1527 2
197 2919 1
198 1214 2
198 7193 2
198 2608 2
199 786 2
199 791 2
199 4762 2
199 997 2
199 4505 2
199 1604 2
199 4397 2
199 7609 2
199 6596 2
199 1135 2
199 1328 1
199 369 1
200 777 2
200 1344 2
200 8174 2
200 684 1
201 9921 2
201 3064 2
201 7507 2
202 760 2
202 6127 2
202 3591 2
202 9181 2
202 4167 2
202 2496 1
202 1577 1
203 4644 2
203 920 2
203 8728 2
203 6408 2
203 5576 2
203 287 2
203 9974 2
203 4713 2
203 1342 2
203 6364 2
203 1446 2
203 6339 2
203 5749 2
203 4144 2
203 4841 2
203 9921 2
203 6140 2
203 902 2
203 7611 1
203 8727 1
203 1233 1
204 9376 2
204 477 2
204 2367 2
204 1488 2
204 973 2
204 2059 2
204 2020 1
204 2041 1
204 7533 1
204 4183 1
205 7261 2
205 5082 2
205 8516 2
205 3531 2
205 464 2
205 5348 2
205 1604 2
205 5864 2
205 4789 2
205 1140 2
205 6983 2
205 5002 2
205 808 2
205 5979 2
205 4170 2
205 2604 1
206 8817 2
206 6570 2
206 3488 2
206 7628 2
206 506 2
206 7178 2
206 2256 2
206 3573 2
206 8548 2
206 3242 1
207 5046 2
207 6919 2
207 2526 2
207 886 2
207 7548 2
207 5781 2
207 5527 2
207 3078 2
207 6928 2
207 4002 2
207 9125 2
207 5580 2
207 6855 2
207 6210 2
207 4477 2
207 6094 2
207 1680 2
207 5336 2
207 8524 2
207 4347 1
208 4514 2
208 8296 2
208 5217 2
208 4928 2
208 4388 2
208 341 2
208 3349 2
208 2997 2
208 5289 2
208 8857 1
209 3177 2
209 7503 2
209 2051 2
209 562 2
209 9494 2
209 937 2
209 7681 2
209 8993 2
209 4011 2
209 3425 2
209 8728 2
209 8959 2
209 3004 1
209 9881 1
210 7614 2
210 2365 2
210 9581 2
210 2640 2
210 1309 2
210 5074 1
211 9283 2
211 7075 2
211 946 2
211 3594 2
211 6726 1
212 8393 2
212 1864 1
213 4600 2
213 8142 2
213 2209 2
213 8506 2
213 3843 2
213 5961 2
213 5502 2
213 8937 2
213 4563 2
213 4381 2
213 9000 1
213 5101 1
213 4376 1
214 8588 2
214 706 2
214 1106 2
214 7202 2
215 351 2
215 9528 1
215 4740 1
215 367 1
215 3238 1
215 1401 1
216 5288 2
216 9945 2
216 9628 2
216 5153 1
217 8213 2
217 5119 2
217 677 2
217 5263 1
217 4014 1
218 801 2
218 5999 2
218 6588 2
218 2156 2
218 6327 1
218 7772 1
218 3318 1
218 2450 1
218 3136 1
219 886 2
219 8121 1
219 1361 1
219 2885 1
220 4325 2
220 3900 1
220 3552 1
221 5135 2
221 625 2
221 9735 2
221 2013 2
221 7003 1
221 6007 1
221 9720 1
222 7925 2
222 2161 2
222 826 2
223 6562 2
223 4737 2
223 9397 2
223 8040 2
223 6652 1
223 7480 1
223 2240 1
223 3526 1
223 4497 1
224 7580 2
224 518 2
224 1229 2
224 9252 2
225 3237 2
225 7329 2
225 7968 2
225 7652 2
225 5946 1
225 3740 1
225 1316 1
226 2105 2
226 4991 2
226 6092 2
226 4011 2
226 9185 2
226 924 2
226 8237 2
226 8244 1
226 6659 1
226 5690 1
226 5782 1
226 8777 1
227 5939 2
227 5298 2
228 1499 2
228 8528 2
228 6051 2
228 2259 2
228 4097 1
229 3159 2
229 398 2
229 5016 2
229 1266 2
229 2757 2
229 2604 2
229 8108 1
229 2482 1
230 7763 2
230 8214 2
230 9218 2
230 8346 2
230 5110 2
230 9559 2
230 9007 2
